Date,NAV
2022-01-03,101.04
2022-01-04,102.29
2022-01-05,102.31
2022-01-06,102.17
2022-01-07,102.44
2022-01-10,101.37
2022-01-11,101.26
2022-01-12,102.08
2022-01-13,102.8
2022-01-14,102.61
2022-01-17,102.91
2022-01-18,102.17
2022-01-19,102.95
2022-01-20,102.95
2022-01-21,102.76
2022-01-24,102.47
2022-01-25,102.49
2022-01-26,102.12
2022-01-27,102.86
2022-01-28,102.55
2022-01-31,104.22
2022-02-01,105.76
2022-02-02,104.95
2022-02-03,105.1
2022-02-04,104.53
2022-02-07,104.28
2022-02-08,106.37
2022-02-09,106.14
2022-02-10,106.58
2022-02-11,107.2
2022-02-14,106.28
2022-02-15,105.51
2022-02-16,104.38
2022-02-17,103.57
2022-02-18,100.8
2022-02-21,101.43
2022-02-22,103.56
2022-02-23,103.79
2022-02-24,102.45
2022-02-25,101.89
2022-02-28,101.51
2022-03-01,100.57
2022-03-02,101.51
2022-03-03,102.4
2022-03-04,101.33
2022-03-07,102.13
2022-03-08,103.74
2022-03-09,105.72
2022-03-10,108.67
2022-03-11,107.85
2022-03-14,110.75
2022-03-15,110.48
2022-03-16,109.96
2022-03-17,110.37
2022-03-18,109.87
2022-03-21,110.35
2022-03-22,109.11
2022-03-23,108.95
2022-03-24,110.32
2022-03-25,110.34
2022-03-28,110.56
2022-03-29,111.12
2022-03-30,112.37
2022-03-31,110.79
2022-04-01,111.46
2022-04-04,111.27
2022-04-05,111.51
2022-04-06,112.65
2022-04-07,111.54
2022-04-08,110.61
2022-04-11,108.75
2022-04-12,108.28
2022-04-13,109.69
2022-04-14,109.65
2022-04-15,108.39
2022-04-18,107.99
2022-04-19,106.58
2022-04-20,105.53
2022-04-21,106.0
2022-04-22,104.91
2022-04-25,106.1
2022-04-26,106.11
2022-04-27,106.28
2022-04-28,106.08
2022-04-29,106.93
2022-05-02,107.79
2022-05-03,108.21
2022-05-04,108.85
2022-05-05,108.72
2022-05-06,109.34
2022-05-09,109.08
2022-05-10,109.17
2022-05-11,108.97
2022-05-12,108.6
2022-05-13,107.99
2022-05-16,108.53
2022-05-17,109.92
2022-05-18,111.18
2022-05-19,110.0
2022-05-20,111.37
2022-05-23,111.13
2022-05-24,111.81
2022-05-25,110.98
2022-05-26,111.21
2022-05-27,111.6
2022-05-30,110.2
2022-05-31,110.88
2022-06-01,112.31
2022-06-02,112.22
2022-06-03,113.66
2022-06-06,113.55
2022-06-07,114.48
2022-06-08,112.34
2022-06-09,114.84
