Date,NAV
2022-01-03,101.51
2022-01-04,101.34
2022-01-05,101.54
2022-01-06,101.58
2022-01-07,102.31
2022-01-10,102.73
2022-01-11,102.76
2022-01-12,104.29
2022-01-13,101.17
2022-01-14,102.49
2022-01-17,103.49
2022-01-18,101.73
2022-01-19,102.74
2022-01-20,103.88
2022-01-21,104.52
2022-01-24,103.04
2022-01-25,103.81
2022-01-26,104.89
2022-01-27,104.4
2022-01-28,104.92
2022-01-31,104.65
2022-02-01,105.62
2022-02-02,105.38
2022-02-03,104.88
2022-02-04,104.92
2022-02-07,103.66
2022-02-08,103.6
2022-02-09,104.04
2022-02-10,104.99
2022-02-11,105.32
2022-02-14,103.97
2022-02-15,105.4
2022-02-16,106.92
2022-02-17,107.11
2022-02-18,106.44
2022-02-21,105.99
2022-02-22,105.86
2022-02-23,106.22
2022-02-24,106.0
2022-02-25,105.22
2022-02-28,106.32
2022-03-01,106.66
2022-03-02,105.69
2022-03-03,106.06
2022-03-04,106.3
2022-03-07,105.66
2022-03-08,106.94
2022-03-09,107.15
2022-03-10,107.02
2022-03-11,107.01
2022-03-14,107.54
2022-03-15,107.55
2022-03-16,107.54
2022-03-17,108.69
2022-03-18,107.35
2022-03-21,106.18
2022-03-22,107.04
2022-03-23,109.53
2022-03-24,110.49
2022-03-25,112.43
2022-03-28,112.08
2022-03-29,111.52
2022-03-30,112.06
2022-03-31,113.09
2022-04-01,111.86
2022-04-04,111.73
2022-04-05,111.78
2022-04-06,111.18
2022-04-07,110.7
2022-04-08,111.62
2022-04-11,112.17
2022-04-12,113.05
2022-04-13,113.47
2022-04-14,112.68
2022-04-15,113.18
2022-04-18,112.31
2022-04-19,112.07
2022-04-20,111.12
2022-04-21,110.59
2022-04-22,110.76
2022-04-25,110.38
2022-04-26,109.58
2022-04-27,110.79
2022-04-28,110.76
2022-04-29,110.31
2022-05-02,109.3
2022-05-03,107.51
2022-05-04,107.37
2022-05-05,106.07
2022-05-06,106.86
2022-05-09,106.97
2022-05-10,108.61
2022-05-11,108.92
2022-05-12,108.27
2022-05-13,106.47
2022-05-16,107.36
2022-05-17,106.14
2022-05-18,105.81
2022-05-19,107.56
2022-05-20,108.25
2022-05-23,108.72
2022-05-24,109.75
2022-05-25,110.73
2022-05-26,112.4
2022-05-27,111.87
2022-05-30,111.58
2022-05-31,110.73
2022-06-01,110.78
2022-06-02,110.73
2022-06-03,109.05
2022-06-06,108.48
2022-06-07,110.0
2022-06-08,110.32
2022-06-09,111.12
2022-06-10,111.08
2022-06-13,109.27
2022-06-14,109.22
2022-06-15,110.34
2022-06-16,109.24
2022-06-17,110.07
2022-06-20,108.44
2022-06-21,108.54
2022-06-22,109.17
2022-06-23,108.94
2022-06-24,111.49
2022-06-27,111.08
2022-06-28,110.58
2022-06-29,110.86
2022-06-30,110.19
2022-07-01,108.83
2022-07-04,107.81
2022-07-05,108.65
2022-07-06,108.42
2022-07-07,110.2
2022-07-08,109.84
2022-07-11,110.63
2022-07-12,111.22
2022-07-13,110.85
2022-07-14,110.05
2022-07-15,108.4
2022-07-18,109.03
2022-07-19,110.31
2022-07-20,108.8
2022-07-21,108.51
2022-07-22,107.92
2022-07-25,108.55
2022-07-26,108.3
2022-07-27,109.71
2022-07-28,109.4
2022-07-29,108.25
2022-08-01,107.86
2022-08-02,107.58
2022-08-03,108.18
2022-08-04,107.89
2022-08-05,108.41
2022-08-08,107.7
2022-08-09,107.49
2022-08-10,106.78
2022-08-11,106.01
2022-08-12,107.37
2022-08-15,106.73
2022-08-16,106.47
2022-08-17,107.59
2022-08-18,108.42
2022-08-19,110.14
2022-08-22,110.7
2022-08-23,110.18
2022-08-24,112.32
2022-08-25,112.98
2022-08-26,112.91
2022-08-29,113.05
2022-08-30,113.31
2022-08-31,113.15
2022-09-01,111.85
2022-09-02,113.56
2022-09-05,113.62
2022-09-06,113.88
2022-09-07,116.04
2022-09-08,115.44
2022-09-09,116.17
2022-09-12,115.46
2022-09-13,115.86
2022-09-14,116.14
2022-09-15,117.01
2022-09-16,118.3
2022-09-19,117.8
2022-09-20,119.3
2022-09-21,120.87
2022-09-22,120.7
2022-09-23,120.77
2022-09-26,120.35
2022-09-27,120.13
2022-09-28,119.01
2022-09-29,119.86
2022-09-30,117.89
2022-10-03,117.28
2022-10-04,117.31
2022-10-05,118.69
2022-10-06,118.22
2022-10-07,118.73
2022-10-10,118.73
2022-10-11,119.76
2022-10-12,120.21
2022-10-13,121.12
2022-10-14,120.65
2022-10-17,119.72
2022-10-18,120.16
2022-10-19,119.76
2022-10-20,119.87
2022-10-21,120.26
2022-10-24,121.59
2022-10-25,122.45
2022-10-26,121.85
2022-10-27,120.79
2022-10-28,122.57
2022-10-31,121.07
2022-11-01,120.7
2022-11-02,121.42
2022-11-03,123.14
2022-11-04,123.03
2022-11-07,123.14
2022-11-08,122.35
2022-11-09,122.55
2022-11-10,121.48
2022-11-11,120.81
2022-11-14,121.66
2022-11-15,121.3
2022-11-16,122.3
2022-11-17,122.23
2022-11-18,120.94
2022-11-21,122.19
2022-11-22,120.95
2022-11-23,120.43
2022-11-24,120.31
2022-11-25,121.39
2022-11-28,120.95
2022-11-29,120.1
2022-11-30,120.34
2022-12-01,120.21
2022-12-02,119.82
2022-12-05,120.12
2022-12-06,119.0
2022-12-07,117.35
2022-12-08,119.57
2022-12-09,119.76
2022-12-12,120.01
2022-12-13,119.31
2022-12-14,120.29
2022-12-15,119.83
2022-12-16,117.13
2022-12-19,116.64
2022-12-20,116.44
2022-12-21,116.35
2022-12-22,116.23
2022-12-23,115.66
2022-12-26,115.0
2022-12-27,114.78
2022-12-28,113.22
2022-12-29,111.34
2022-12-30,111.52
2023-01-02,111.71
2023-01-03,112.67
2023-01-04,112.5
2023-01-05,111.38
2023-01-06,109.52
2023-01-09,108.71
2023-01-10,109.22
2023-01-11,110.74
2023-01-12,110.87
2023-01-13,109.74
2023-01-16,108.94
2023-01-17,108.17
2023-01-18,107.84
2023-01-19,109.05
2023-01-20,110.32
2023-01-23,110.23
2023-01-24,110.5
2023-01-25,109.78
2023-01-26,108.15
2023-01-27,110.02
2023-01-30,107.77
2023-01-31,106.02
2023-02-01,107.89
2023-02-02,107.99
2023-02-03,106.94
2023-02-06,107.71
2023-02-07,108.56
2023-02-08,107.31
2023-02-09,106.86
2023-02-10,107.81
2023-02-13,107.07
2023-02-14,107.44
2023-02-15,108.94
2023-02-16,106.63
2023-02-17,106.37
2023-02-20,106.71
2023-02-21,105.0
2023-02-22,104.55
2023-02-23,105.67
2023-02-24,105.05
2023-02-27,103.64
2023-02-28,104.85
2023-03-01,105.38
2023-03-02,105.39
2023-03-03,105.37
2023-03-06,106.48
2023-03-07,106.85
2023-03-08,107.58
2023-03-09,106.97
2023-03-10,105.13
2023-03-13,105.83
2023-03-14,107.01
2023-03-15,106.87
2023-03-16,107.84
2023-03-17,107.58
2023-03-20,107.57
2023-03-21,109.4
2023-03-22,109.19
2023-03-23,108.92
2023-03-24,107.13
2023-03-27,107.9
2023-03-28,107.27
2023-03-29,107.5
2023-03-30,107.26
2023-03-31,106.9
2023-04-03,106.86
2023-04-04,106.9
2023-04-05,108.15
2023-04-06,109.75
2023-04-07,110.49
2023-04-10,111.84
2023-04-11,112.77
2023-04-12,113.35
2023-04-13,114.88
2023-04-14,113.65
2023-04-17,113.05
2023-04-18,112.31
2023-04-19,112.09
2023-04-20,112.85
2023-04-21,111.82
2023-04-24,112.4
2023-04-25,111.89
2023-04-26,111.63
2023-04-27,111.91
2023-04-28,113.67
2023-05-01,113.03
2023-05-02,113.03
2023-05-03,112.04
2023-05-04,111.39
2023-05-05,110.39
2023-05-08,110.71
2023-05-09,111.22
2023-05-10,111.98
2023-05-11,111.31
2023-05-12,111.9
2023-05-15,112.09
2023-05-16,112.11
2023-05-17,110.95
2023-05-18,111.19
2023-05-19,111.45
2023-05-22,111.63
2023-05-23,112.11
2023-05-24,112.89
2023-05-25,111.87
2023-05-26,111.73
2023-05-29,112.33
2023-05-30,112.14
2023-05-31,113.18
2023-06-01,113.35
2023-06-02,111.47
2023-06-05,112.39
2023-06-06,112.36
2023-06-07,110.67
2023-06-08,110.49
2023-06-09,109.31
2023-06-12,110.14
2023-06-13,110.18
2023-06-14,109.34
2023-06-15,110.23
2023-06-16,110.77
2023-06-19,110.61
2023-06-20,109.45
2023-06-21,108.69
2023-06-22,107.91
2023-06-23,108.73
2023-06-26,107.13
2023-06-27,107.17
2023-06-28,107.0
2023-06-29,108.11
2023-06-30,108.42
2023-07-03,109.04
2023-07-04,108.59
2023-07-05,107.44
2023-07-06,107.2
2023-07-07,108.05
2023-07-10,108.91
2023-07-11,108.56
2023-07-12,107.78
2023-07-13,106.8
2023-07-14,106.75
2023-07-17,106.96
2023-07-18,108.51
2023-07-19,108.72
2023-07-20,109.41
2023-07-21,108.71
2023-07-24,108.83
2023-07-25,109.05
2023-07-26,108.99
2023-07-27,109.05
2023-07-28,109.26
2023-07-31,109.82
2023-08-01,111.07
2023-08-02,108.88
2023-08-03,110.08
2023-08-04,108.44
2023-08-07,108.83
2023-08-08,111.27
2023-08-09,111.31
2023-08-10,111.57
2023-08-11,111.34
2023-08-14,112.08
2023-08-15,112.53
2023-08-16,111.93
2023-08-17,111.9
2023-08-18,110.86
2023-08-21,110.82
2023-08-22,110.48
2023-08-23,110.7
2023-08-24,110.07
2023-08-25,109.93
2023-08-28,110.02
2023-08-29,110.18
2023-08-30,110.53
2023-08-31,110.44
2023-09-01,109.73
2023-09-04,109.89
2023-09-05,109.79
2023-09-06,110.9
2023-09-07,112.13
2023-09-08,110.84
2023-09-11,111.53
2023-09-12,112.43
2023-09-13,111.17
2023-09-14,111.83
2023-09-15,112.8
2023-09-18,111.93
2023-09-19,111.78
2023-09-20,112.04
2023-09-21,112.69
2023-09-22,111.78
2023-09-25,113.02
2023-09-26,111.07
2023-09-27,112.48
2023-09-28,113.11
2023-09-29,112.56
2023-10-02,113.51
2023-10-03,112.54
2023-10-04,112.74
2023-10-05,113.05
2023-10-06,113.37
2023-10-09,112.61
2023-10-10,112.19
2023-10-11,112.4
2023-10-12,111.75
2023-10-13,112.11
2023-10-16,111.57
2023-10-17,112.65
2023-10-18,114.29
2023-10-19,114.08
2023-10-20,115.08
2023-10-23,114.95
2023-10-24,114.09
2023-10-25,113.74
2023-10-26,113.91
2023-10-27,112.2
2023-10-30,112.91
2023-10-31,113.07
2023-11-01,114.15
2023-11-02,114.84
2023-11-03,115.04
2023-11-06,114.77
2023-11-07,116.37
2023-11-08,118.62
2023-11-09,118.36
2023-11-10,119.48
2023-11-13,118.86
2023-11-14,118.35
2023-11-15,118.04
2023-11-16,118.81
2023-11-17,117.81
2023-11-20,119.44
2023-11-21,120.46
2023-11-22,121.2
2023-11-23,120.99
2023-11-24,121.9
2023-11-27,119.06
2023-11-28,119.58
2023-11-29,119.82
2023-11-30,118.01
2023-12-01,118.5
2023-12-04,119.17
2023-12-05,117.4
2023-12-06,116.29
2023-12-07,118.43
2023-12-08,118.33
2023-12-11,119.38
2023-12-12,120.59
2023-12-13,121.06
2023-12-14,122.16
2023-12-15,120.13
2023-12-18,119.98
2023-12-19,116.98
2023-12-20,115.31
2023-12-21,114.85
2023-12-22,114.26
2023-12-25,114.38
2023-12-26,114.44
2023-12-27,114.66
2023-12-28,114.91
2023-12-29,115.32
2024-01-01,114.44
2024-01-02,113.8
2024-01-03,113.84
2024-01-04,113.9
2024-01-05,112.9
2024-01-08,114.06
2024-01-09,114.87
2024-01-10,114.09
2024-01-11,113.96
2024-01-12,116.05
2024-01-15,116.29
2024-01-16,116.76
2024-01-17,116.23
2024-01-18,116.0
2024-01-19,117.59
2024-01-22,117.79
2024-01-23,117.79
2024-01-24,117.88
2024-01-25,120.51
2024-01-26,120.63
2024-01-29,119.88
2024-01-30,119.3
2024-01-31,120.16
2024-02-01,118.81
2024-02-02,119.34
2024-02-05,118.7
2024-02-06,116.92
2024-02-07,116.02
2024-02-08,116.13
2024-02-09,117.6
2024-02-12,118.6
2024-02-13,118.38
2024-02-14,119.44
2024-02-15,119.16
2024-02-16,117.77
2024-02-19,117.87
2024-02-20,116.45
2024-02-21,117.32
2024-02-22,118.21
2024-02-23,117.41
2024-02-26,117.63
2024-02-27,117.85
2024-02-28,118.8
2024-02-29,117.63
2024-03-01,118.31
2024-03-04,117.08
2024-03-05,117.93
2024-03-06,119.08
2024-03-07,118.49
2024-03-08,119.79
2024-03-11,118.29
2024-03-12,119.47
2024-03-13,120.99
2024-03-14,121.42
2024-03-15,121.3
2024-03-18,121.69
2024-03-19,121.17
2024-03-20,123.87
2024-03-21,123.37
2024-03-22,124.76
2024-03-25,124.1
2024-03-26,125.78
2024-03-27,127.87
2024-03-28,128.34
2024-03-29,128.71
2024-04-01,127.83
2024-04-02,126.83
2024-04-03,127.21
2024-04-04,128.75
2024-04-05,128.28
2024-04-08,130.57
2024-04-09,130.04
2024-04-10,130.35
2024-04-11,130.66
2024-04-12,130.64
2024-04-15,128.67
2024-04-16,128.14
2024-04-17,128.42
2024-04-18,128.4
2024-04-19,129.12
2024-04-22,129.95
2024-04-23,129.79
2024-04-24,128.91
2024-04-25,130.54
2024-04-26,129.26
2024-04-29,128.75
2024-04-30,127.98
2024-05-01,128.8
2024-05-02,130.2
2024-05-03,130.11
2024-05-06,130.42
2024-05-07,130.93
2024-05-08,132.81
2024-05-09,131.12
2024-05-10,131.94
2024-05-13,132.4
2024-05-14,132.11
2024-05-15,132.51
2024-05-16,133.33
2024-05-17,134.0
2024-05-20,136.24
2024-05-21,136.44
2024-05-22,136.55
2024-05-23,136.45
2024-05-24,137.08
2024-05-27,137.13
2024-05-28,137.22
2024-05-29,137.32
2024-05-30,137.27
2024-05-31,136.74
2024-06-03,137.23
2024-06-04,137.03
2024-06-05,137.72
2024-06-06,137.91
2024-06-07,137.61
2024-06-10,139.25
2024-06-11,139.23
2024-06-12,139.93
2024-06-13,139.31
2024-06-14,137.37
2024-06-17,136.88
2024-06-18,134.82
2024-06-19,134.67
2024-06-20,136.21
2024-06-21,135.39
2024-06-24,133.36
2024-06-25,134.94
2024-06-26,134.55
2024-06-27,134.61
2024-06-28,135.48
2024-07-01,136.08
2024-07-02,136.91
2024-07-03,137.9
2024-07-04,136.23
2024-07-05,134.89
2024-07-08,136.15
2024-07-09,135.44
2024-07-10,134.85
2024-07-11,133.67
2024-07-12,133.34
2024-07-15,133.07
2024-07-16,132.22
2024-07-17,131.24
2024-07-18,131.64
2024-07-19,130.91
2024-07-22,130.39
2024-07-23,128.28
2024-07-24,130.3
2024-07-25,131.32
2024-07-26,130.91
2024-07-29,130.09
2024-07-30,130.18
2024-07-31,130.24
2024-08-01,129.05
2024-08-02,126.58
2024-08-05,126.13
2024-08-06,124.65
2024-08-07,124.9
2024-08-08,125.16
2024-08-09,124.26
2024-08-12,123.81
2024-08-13,125.65
2024-08-14,126.51
2024-08-15,126.13
2024-08-16,128.51
2024-08-19,127.39
2024-08-20,126.66
2024-08-21,126.63
2024-08-22,125.18
2024-08-23,127.05
2024-08-26,127.31
2024-08-27,126.6
2024-08-28,127.13
2024-08-29,127.35
2024-08-30,127.13
2024-09-02,126.0
2024-09-03,124.64
2024-09-04,126.91
2024-09-05,125.64
2024-09-06,127.42
2024-09-09,126.65
2024-09-10,127.52
2024-09-11,128.07
2024-09-12,128.81
2024-09-13,129.62
2024-09-16,128.09
2024-09-17,127.5
2024-09-18,126.21
2024-09-19,126.48
2024-09-20,125.23
2024-09-23,123.33
2024-09-24,123.17
2024-09-25,121.05
2024-09-26,121.38
2024-09-27,120.21
2024-09-30,119.45
2024-10-01,117.25
2024-10-02,118.98
2024-10-03,117.59
2024-10-04,117.31
2024-10-07,115.6
2024-10-08,114.84
2024-10-09,116.67
2024-10-10,117.05
2024-10-11,116.41
2024-10-14,116.45
2024-10-15,115.97
2024-10-16,115.96
2024-10-17,116.78
2024-10-18,116.53
2024-10-21,116.83
2024-10-22,117.15
2024-10-23,116.9
2024-10-24,116.25
2024-10-25,115.8
2024-10-28,116.58
2024-10-29,117.44
2024-10-30,116.39
2024-10-31,116.2
2024-11-01,115.53
2024-11-04,116.41
2024-11-05,116.02
2024-11-06,118.3
2024-11-07,118.6
2024-11-08,119.86
2024-11-11,118.93
2024-11-12,119.02
2024-11-13,119.71
2024-11-14,118.76
2024-11-15,118.86
2024-11-18,119.99
2024-11-19,119.75
2024-11-20,118.97
2024-11-21,120.86
2024-11-22,119.77
2024-11-25,120.0
2024-11-26,119.37
2024-11-27,118.52
2024-11-28,119.34
2024-11-29,119.21
2024-12-02,119.7
2024-12-03,117.52
2024-12-04,118.11
2024-12-05,117.47
2024-12-06,115.67
2024-12-09,117.63
2024-12-10,118.31
2024-12-11,118.62
2024-12-12,119.95
2024-12-13,120.28
2024-12-16,119.56
2024-12-17,119.46
2024-12-18,118.87
2024-12-19,118.44
2024-12-20,117.27
2024-12-23,116.38
2024-12-24,117.35
2024-12-25,117.76
2024-12-26,117.34
2024-12-27,116.39
2024-12-30,116.07
2024-12-31,114.46
2025-01-01,114.67
2025-01-02,115.7
2025-01-03,118.14
2025-01-06,117.12
2025-01-07,118.1
2025-01-08,117.48
2025-01-09,116.43
2025-01-10,115.38
2025-01-13,115.6
2025-01-14,114.75
2025-01-15,114.22
2025-01-16,113.86
2025-01-17,113.2
2025-01-20,112.47
2025-01-21,110.12
2025-01-22,110.29
2025-01-23,110.43
2025-01-24,109.72
2025-01-27,110.16
2025-01-28,111.63
2025-01-29,111.74
2025-01-30,113.15
2025-01-31,115.47
2025-02-03,118.08
2025-02-04,116.97
2025-02-05,115.87
2025-02-06,115.5
2025-02-07,115.71
2025-02-10,117.38
2025-02-11,118.08
2025-02-12,116.96
2025-02-13,116.43
2025-02-14,116.47
2025-02-17,115.06
2025-02-18,115.15
2025-02-19,114.04
2025-02-20,112.47
2025-02-21,111.6
2025-02-24,112.1
2025-02-25,112.58
2025-02-26,112.76
2025-02-27,113.83
2025-02-28,114.79
2025-03-03,115.08
2025-03-04,115.22
2025-03-05,115.43
2025-03-06,115.37
2025-03-07,113.27
2025-03-10,114.49
2025-03-11,114.97
2025-03-12,113.83
2025-03-13,115.34
2025-03-14,114.83
2025-03-17,114.8
2025-03-18,115.9
2025-03-19,116.2
2025-03-20,117.62
2025-03-21,117.35
2025-03-24,119.12
2025-03-25,118.42
2025-03-26,119.82
2025-03-27,117.63
2025-03-28,116.61
2025-03-31,116.99
2025-04-01,116.67
2025-04-02,116.67
2025-04-03,116.8
2025-04-04,115.69
2025-04-07,114.65
2025-04-08,114.96
2025-04-09,114.37
2025-04-10,115.8
2025-04-11,115.68
2025-04-14,116.48
2025-04-15,117.01
2025-04-16,116.48
2025-04-17,114.58
2025-04-18,115.85
2025-04-21,114.95
2025-04-22,114.63
2025-04-23,114.56
2025-04-24,114.58
2025-04-25,115.63
2025-04-28,115.71
2025-04-29,115.67
2025-04-30,116.76
2025-05-01,117.44
2025-05-02,116.79
2025-05-05,115.72
2025-05-06,114.98
2025-05-07,115.01
2025-05-08,113.84
2025-05-09,114.01
2025-05-12,113.96
2025-05-13,111.5
2025-05-14,110.18
2025-05-15,107.37
2025-05-16,107.11
2025-05-19,108.26
2025-05-20,106.45
2025-05-21,105.21
2025-05-22,105.12
2025-05-23,104.14
2025-05-26,103.15
2025-05-27,103.77
2025-05-28,103.36
2025-05-29,101.95
2025-05-30,99.94
2025-06-02,102.23
2025-06-03,103.44
2025-06-04,103.07
2025-06-05,103.24
2025-06-06,102.83
2025-06-09,103.42
2025-06-10,102.64
2025-06-11,102.18
2025-06-12,102.72
2025-06-13,104.25
2025-06-16,105.07
2025-06-17,106.38
2025-06-18,106.15
2025-06-19,105.61
2025-06-20,103.75
2025-06-23,103.9
2025-06-24,104.36
2025-06-25,104.14
2025-06-26,103.45
2025-06-27,104.77
2025-06-30,105.48
2025-07-01,106.87
2025-07-02,106.0
2025-07-03,105.37
2025-07-04,106.65
2025-07-07,106.69
2025-07-08,106.2
2025-07-09,105.78
2025-07-10,105.85
2025-07-11,106.93
2025-07-14,106.85
2025-07-15,107.72
2025-07-16,108.27
2025-07-17,107.47
