Date,NAV
2022-01-03,99.31
2022-01-04,99.11
2022-01-05,97.34
2022-01-06,97.82
2022-01-07,96.63
2022-01-10,97.84
2022-01-11,97.3
2022-01-12,97.28
2022-01-13,97.37
2022-01-14,97.69
2022-01-17,97.81
2022-01-18,97.46
2022-01-19,97.88
2022-01-20,98.43
2022-01-21,97.74
2022-01-24,98.25
2022-01-25,99.52
2022-01-26,100.31
2022-01-27,101.32
2022-01-28,101.57
2022-01-31,100.72
2022-02-01,99.99
2022-02-02,100.39
2022-02-03,101.41
2022-02-04,104.27
2022-02-07,105.34
2022-02-08,104.25
2022-02-09,103.56
2022-02-10,105.92
2022-02-11,105.78
2022-02-14,105.91
2022-02-15,105.03
2022-02-16,106.67
2022-02-17,107.26
2022-02-18,106.56
2022-02-21,105.65
2022-02-22,106.03
2022-02-23,106.16
2022-02-24,107.07
2022-02-25,107.7
2022-02-28,107.51
2022-03-01,107.05
2022-03-02,106.97
2022-03-03,106.5
2022-03-04,106.45
2022-03-07,106.54
2022-03-08,105.73
2022-03-09,106.44
2022-03-10,106.15
2022-03-11,105.39
2022-03-14,105.11
2022-03-15,105.44
2022-03-16,105.6
2022-03-17,106.1
2022-03-18,107.08
2022-03-21,108.46
2022-03-22,108.83
2022-03-23,107.84
2022-03-24,107.65
2022-03-25,106.73
2022-03-28,108.5
2022-03-29,110.57
2022-03-30,111.3
2022-03-31,112.24
2022-04-01,112.57
2022-04-04,113.02
2022-04-05,111.5
2022-04-06,111.51
2022-04-07,110.7
2022-04-08,111.07
2022-04-11,111.09
2022-04-12,113.11
2022-04-13,114.11
2022-04-14,114.47
2022-04-15,114.29
2022-04-18,116.04
2022-04-19,116.09
2022-04-20,116.5
2022-04-21,116.63
2022-04-22,116.3
2022-04-25,116.42
2022-04-26,114.54
2022-04-27,113.07
2022-04-28,113.5
2022-04-29,115.15
2022-05-02,115.58
2022-05-03,114.94
2022-05-04,113.57
2022-05-05,114.44
2022-05-06,113.95
2022-05-09,114.67
2022-05-10,115.14
2022-05-11,115.7
2022-05-12,115.81
2022-05-13,116.28
2022-05-16,116.24
2022-05-17,115.68
2022-05-18,114.8
2022-05-19,112.5
2022-05-20,112.39
2022-05-23,113.99
2022-05-24,114.8
2022-05-25,115.11
2022-05-26,114.46
2022-05-27,115.53
2022-05-30,115.5
2022-05-31,117.15
2022-06-01,116.25
2022-06-02,115.58
2022-06-03,114.81
2022-06-06,113.41
2022-06-07,112.55
2022-06-08,112.74
2022-06-09,112.1
2022-06-10,108.33
2022-06-13,109.48
2022-06-14,107.88
2022-06-15,108.55
2022-06-16,108.66
2022-06-17,110.86
2022-06-20,111.93
2022-06-21,111.51
2022-06-22,110.89
2022-06-23,112.47
2022-06-24,111.07
2022-06-27,111.34
2022-06-28,111.29
2022-06-29,111.03
2022-06-30,111.46
2022-07-01,111.73
2022-07-04,112.27
2022-07-05,112.49
2022-07-06,112.99
2022-07-07,113.16
2022-07-08,112.58
2022-07-11,112.66
2022-07-12,112.03
2022-07-13,111.33
2022-07-14,111.07
2022-07-15,111.03
2022-07-18,111.15
2022-07-19,112.15
2022-07-20,111.73
2022-07-21,112.0
2022-07-22,112.2
2022-07-25,111.67
2022-07-26,111.83
2022-07-27,112.91
2022-07-28,113.18
2022-07-29,113.48
2022-08-01,112.86
2022-08-02,114.91
2022-08-03,114.34
2022-08-04,112.75
2022-08-05,113.69
2022-08-08,113.66
2022-08-09,113.43
2022-08-10,112.97
2022-08-11,114.92
2022-08-12,115.35
2022-08-15,115.98
2022-08-16,116.23
2022-08-17,116.58
2022-08-18,118.05
2022-08-19,117.88
2022-08-22,116.51
2022-08-23,117.45
2022-08-24,118.03
2022-08-25,118.22
2022-08-26,118.77
2022-08-29,118.48
2022-08-30,118.58
2022-08-31,118.53
2022-09-01,118.02
2022-09-02,119.29
2022-09-05,117.95
2022-09-06,120.39
2022-09-07,121.35
2022-09-08,119.65
2022-09-09,119.51
2022-09-12,119.42
2022-09-13,119.89
2022-09-14,118.98
2022-09-15,119.1
2022-09-16,119.05
2022-09-19,118.4
2022-09-20,117.6
2022-09-21,118.6
2022-09-22,116.98
2022-09-23,117.54
2022-09-26,118.42
2022-09-27,118.28
2022-09-28,118.41
2022-09-29,119.66
2022-09-30,119.03
2022-10-03,118.51
2022-10-04,118.09
2022-10-05,119.34
2022-10-06,120.71
2022-10-07,119.4
2022-10-10,120.48
2022-10-11,121.38
2022-10-12,123.01
2022-10-13,123.48
2022-10-14,123.51
2022-10-17,124.74
2022-10-18,125.52
2022-10-19,127.84
2022-10-20,128.88
2022-10-21,129.12
2022-10-24,128.02
2022-10-25,127.52
2022-10-26,126.16
2022-10-27,126.03
2022-10-28,127.04
2022-10-31,127.11
2022-11-01,128.21
2022-11-02,128.63
2022-11-03,128.31
2022-11-04,128.48
2022-11-07,129.03
2022-11-08,129.25
2022-11-09,129.48
2022-11-10,128.79
2022-11-11,128.44
2022-11-14,130.77
2022-11-15,132.08
2022-11-16,130.69
2022-11-17,128.4
2022-11-18,128.56
2022-11-21,129.53
2022-11-22,129.09
2022-11-23,130.19
2022-11-24,130.33
2022-11-25,130.25
2022-11-28,131.09
2022-11-29,130.63
2022-11-30,130.43
2022-12-01,131.18
2022-12-02,131.23
2022-12-05,133.22
2022-12-06,133.99
2022-12-07,134.7
2022-12-08,134.73
2022-12-09,135.68
2022-12-12,135.44
2022-12-13,135.8
2022-12-14,134.97
2022-12-15,136.09
2022-12-16,136.46
2022-12-19,138.52
2022-12-20,140.99
2022-12-21,141.83
2022-12-22,141.98
2022-12-23,141.12
2022-12-26,142.1
2022-12-27,142.39
2022-12-28,143.01
2022-12-29,144.82
2022-12-30,144.08
2023-01-02,143.23
2023-01-03,143.07
2023-01-04,143.98
2023-01-05,144.61
2023-01-06,143.8
2023-01-09,144.63
2023-01-10,143.51
2023-01-11,142.75
2023-01-12,142.72
2023-01-13,142.24
2023-01-16,143.21
2023-01-17,143.58
2023-01-18,145.43
2023-01-19,145.26
2023-01-20,145.22
2023-01-23,146.51
2023-01-24,146.5
2023-01-25,148.07
2023-01-26,148.69
2023-01-27,146.42
2023-01-30,147.68
2023-01-31,148.67
2023-02-01,149.7
2023-02-02,147.87
2023-02-03,147.29
2023-02-06,146.78
2023-02-07,146.02
2023-02-08,147.84
2023-02-09,147.91
2023-02-10,147.95
2023-02-13,148.58
2023-02-14,149.23
2023-02-15,145.98
2023-02-16,145.41
2023-02-17,144.08
2023-02-20,144.56
2023-02-21,144.35
2023-02-22,144.44
2023-02-23,142.44
2023-02-24,142.21
2023-02-27,143.41
2023-02-28,144.9
2023-03-01,145.7
2023-03-02,144.44
2023-03-03,145.78
2023-03-06,146.59
2023-03-07,146.55
2023-03-08,144.6
2023-03-09,145.64
2023-03-10,145.13
2023-03-13,145.55
2023-03-14,145.7
2023-03-15,147.32
2023-03-16,147.27
2023-03-17,147.34
2023-03-20,149.0
2023-03-21,148.42
2023-03-22,149.31
2023-03-23,149.19
2023-03-24,148.27
2023-03-27,148.35
2023-03-28,149.12
2023-03-29,150.56
2023-03-30,152.11
2023-03-31,151.9
2023-04-03,150.99
2023-04-04,150.75
2023-04-05,149.65
2023-04-06,149.51
2023-04-07,149.25
2023-04-10,150.06
2023-04-11,147.93
2023-04-12,147.28
2023-04-13,146.63
2023-04-14,147.9
2023-04-17,146.87
2023-04-18,147.17
2023-04-19,147.13
2023-04-20,148.25
2023-04-21,148.92
2023-04-24,149.13
2023-04-25,148.65
2023-04-26,146.88
2023-04-27,147.21
2023-04-28,147.82
2023-05-01,146.32
2023-05-02,145.17
2023-05-03,145.5
2023-05-04,145.92
2023-05-05,145.01
2023-05-08,144.51
2023-05-09,142.76
2023-05-10,144.22
2023-05-11,143.0
2023-05-12,143.62
2023-05-15,143.66
2023-05-16,145.03
2023-05-17,144.32
2023-05-18,144.46
2023-05-19,142.84
2023-05-22,140.98
2023-05-23,141.66
2023-05-24,139.96
2023-05-25,139.81
2023-05-26,140.9
2023-05-29,141.73
2023-05-30,141.14
2023-05-31,139.63
2023-06-01,140.22
2023-06-02,141.64
2023-06-05,141.06
2023-06-06,140.34
2023-06-07,139.89
2023-06-08,140.55
2023-06-09,141.85
2023-06-12,140.69
2023-06-13,139.28
2023-06-14,141.7
2023-06-15,141.6
2023-06-16,141.93
2023-06-19,141.32
2023-06-20,141.89
2023-06-21,142.93
2023-06-22,143.31
2023-06-23,145.13
2023-06-26,144.88
2023-06-27,144.7
2023-06-28,145.01
2023-06-29,145.56
2023-06-30,145.87
2023-07-03,144.66
2023-07-04,145.05
2023-07-05,144.76
2023-07-06,144.26
2023-07-07,144.37
2023-07-10,143.49
2023-07-11,142.43
2023-07-12,139.9
2023-07-13,141.73
2023-07-14,142.36
2023-07-17,142.32
2023-07-18,141.74
2023-07-19,138.94
2023-07-20,138.29
2023-07-21,139.09
2023-07-24,140.11
2023-07-25,140.83
2023-07-26,141.07
2023-07-27,142.46
2023-07-28,142.21
2023-07-31,143.37
2023-08-01,143.07
2023-08-02,142.27
2023-08-03,141.34
2023-08-04,140.36
2023-08-07,141.09
2023-08-08,140.43
2023-08-09,139.48
2023-08-10,140.27
2023-08-11,140.68
2023-08-14,141.72
2023-08-15,142.32
2023-08-16,141.64
2023-08-17,141.8
2023-08-18,142.0
2023-08-21,141.16
2023-08-22,140.14
2023-08-23,139.54
2023-08-24,141.66
2023-08-25,141.32
2023-08-28,142.64
2023-08-29,142.25
2023-08-30,143.22
2023-08-31,144.2
2023-09-01,145.23
2023-09-04,145.7
2023-09-05,147.16
2023-09-06,147.62
2023-09-07,149.41
2023-09-08,147.87
2023-09-11,148.3
2023-09-12,148.66
2023-09-13,147.8
2023-09-14,148.46
2023-09-15,147.05
2023-09-18,146.48
2023-09-19,144.56
2023-09-20,146.2
2023-09-21,146.05
2023-09-22,148.29
2023-09-25,149.18
2023-09-26,149.71
2023-09-27,149.2
2023-09-28,148.23
2023-09-29,148.84
2023-10-02,148.84
2023-10-03,147.58
2023-10-04,146.15
2023-10-05,145.27
2023-10-06,147.17
2023-10-09,149.46
2023-10-10,149.75
