Date,NAV
2022-01-03,100.62
2022-01-04,99.8
2022-01-05,99.91
2022-01-06,99.98
2022-01-07,101.14
2022-01-10,101.7
2022-01-11,101.75
2022-01-12,102.65
2022-01-13,104.12
2022-01-14,104.76
2022-01-17,104.85
2022-01-18,103.62
2022-01-19,102.63
2022-01-20,102.41
2022-01-21,101.88
2022-01-24,101.77
2022-01-25,101.91
2022-01-26,102.52
2022-01-27,102.53
2022-01-28,103.09
2022-01-31,103.24
2022-02-01,101.34
2022-02-02,100.48
2022-02-03,100.42
2022-02-04,99.29
2022-02-07,99.97
2022-02-08,101.58
2022-02-09,102.88
2022-02-10,102.74
2022-02-11,104.32
2022-02-14,104.54
2022-02-15,104.29
2022-02-16,103.75
2022-02-17,103.53
2022-02-18,103.22
2022-02-21,103.47
2022-02-22,103.71
2022-02-23,103.8
2022-02-24,104.31
2022-02-25,105.58
2022-02-28,106.61
2022-03-01,105.21
2022-03-02,102.73
2022-03-03,103.75
2022-03-04,102.46
2022-03-07,102.32
2022-03-08,101.23
2022-03-09,99.51
2022-03-10,100.13
2022-03-11,100.97
2022-03-14,100.47
2022-03-15,97.96
2022-03-16,97.49
2022-03-17,97.96
2022-03-18,96.57
2022-03-21,96.83
2022-03-22,96.89
2022-03-23,97.55
2022-03-24,97.75
2022-03-25,96.86
2022-03-28,98.14
2022-03-29,98.06
2022-03-30,98.11
2022-03-31,97.26
2022-04-01,96.89
2022-04-04,96.09
2022-04-05,96.0
2022-04-06,97.79
2022-04-07,96.5
2022-04-08,94.96
2022-04-11,96.51
2022-04-12,96.38
2022-04-13,95.79
2022-04-14,96.91
2022-04-15,96.39
2022-04-18,98.29
2022-04-19,99.05
2022-04-20,98.64
2022-04-21,100.88
2022-04-22,100.36
2022-04-25,101.18
2022-04-26,101.56
2022-04-27,102.94
2022-04-28,104.58
2022-04-29,104.69
2022-05-02,104.02
2022-05-03,104.56
2022-05-04,103.96
2022-05-05,106.06
2022-05-06,106.27
2022-05-09,105.99
2022-05-10,106.25
2022-05-11,104.98
2022-05-12,104.09
2022-05-13,105.37
2022-05-16,104.8
2022-05-17,103.83
2022-05-18,104.45
2022-05-19,105.71
2022-05-20,106.51
2022-05-23,107.59
2022-05-24,106.91
2022-05-25,105.57
2022-05-26,107.15
2022-05-27,106.91
2022-05-30,106.74
2022-05-31,108.14
2022-06-01,108.78
2022-06-02,109.32
2022-06-03,111.56
2022-06-06,111.0
2022-06-07,112.01
2022-06-08,112.14
2022-06-09,112.49
2022-06-10,114.1
2022-06-13,114.69
2022-06-14,115.31
2022-06-15,116.46
2022-06-16,116.17
2022-06-17,115.41
2022-06-20,114.45
2022-06-21,112.56
2022-06-22,114.7
2022-06-23,113.68
2022-06-24,113.53
2022-06-27,113.34
2022-06-28,113.73
2022-06-29,114.62
2022-06-30,115.56
2022-07-01,115.06
2022-07-04,114.97
2022-07-05,115.33
2022-07-06,115.16
2022-07-07,116.85
2022-07-08,117.42
2022-07-11,118.24
2022-07-12,118.98
2022-07-13,120.23
2022-07-14,120.5
2022-07-15,119.28
2022-07-18,119.76
2022-07-19,119.19
2022-07-20,118.74
2022-07-21,119.4
2022-07-22,120.72
2022-07-25,120.82
2022-07-26,121.21
2022-07-27,123.0
2022-07-28,123.32
2022-07-29,126.0
2022-08-01,126.64
2022-08-02,124.96
2022-08-03,125.8
2022-08-04,126.26
2022-08-05,127.63
2022-08-08,128.38
2022-08-09,128.32
2022-08-10,127.18
2022-08-11,127.05
2022-08-12,126.28
2022-08-15,125.78
2022-08-16,126.45
2022-08-17,128.2
