Date,NAV
2022-01-03,100.42
2022-01-04,101.38
2022-01-05,101.77
2022-01-06,101.94
2022-01-07,101.5
2022-01-10,102.96
2022-01-11,101.92
2022-01-12,101.8
2022-01-13,101.37
2022-01-14,99.62
2022-01-17,100.06
2022-01-18,99.93
2022-01-19,100.04
2022-01-20,99.95
2022-01-21,100.78
2022-01-24,101.74
2022-01-25,100.72
2022-01-26,102.56
2022-01-27,102.4
2022-01-28,103.07
2022-01-31,103.33
2022-02-01,103.52
2022-02-02,104.15
2022-02-03,105.55
2022-02-04,106.41
2022-02-07,106.25
2022-02-08,106.24
2022-02-09,105.76
2022-02-10,106.55
2022-02-11,107.22
2022-02-14,106.96
2022-02-15,108.37
2022-02-16,109.52
2022-02-17,111.43
2022-02-18,110.72
2022-02-21,110.7
2022-02-22,110.58
2022-02-23,113.26
2022-02-24,113.35
2022-02-25,114.7
2022-02-28,115.81
2022-03-01,115.81
2022-03-02,115.94
2022-03-03,116.55
2022-03-04,117.88
2022-03-07,117.79
2022-03-08,117.36
2022-03-09,118.38
2022-03-10,117.31
2022-03-11,117.64
2022-03-14,118.78
2022-03-15,119.29
2022-03-16,118.81
2022-03-17,117.88
2022-03-18,119.15
2022-03-21,119.06
2022-03-22,118.23
2022-03-23,119.45
2022-03-24,120.33
2022-03-25,119.36
2022-03-28,121.96
2022-03-29,121.5
2022-03-30,122.36
2022-03-31,124.43
2022-04-01,125.4
2022-04-04,125.73
2022-04-05,124.38
2022-04-06,126.5
2022-04-07,127.45
2022-04-08,126.11
2022-04-11,127.74
2022-04-12,127.88
2022-04-13,127.68
2022-04-14,127.19
2022-04-15,127.44
2022-04-18,128.33
2022-04-19,127.91
2022-04-20,128.12
2022-04-21,131.58
2022-04-22,132.14
2022-04-25,133.18
2022-04-26,132.31
2022-04-27,131.03
2022-04-28,132.57
2022-04-29,133.83
2022-05-02,135.63
2022-05-03,135.63
2022-05-04,136.96
2022-05-05,134.49
2022-05-06,135.11
2022-05-09,136.22
2022-05-10,135.61
2022-05-11,136.75
2022-05-12,136.65
2022-05-13,136.65
2022-05-16,136.47
2022-05-17,138.13
2022-05-18,137.76
2022-05-19,137.26
2022-05-20,136.48
2022-05-23,136.19
2022-05-24,136.47
2022-05-25,137.19
