Date,NAV
2022-01-03,101.01
2022-01-04,100.96
2022-01-05,101.36
2022-01-06,101.78
2022-01-07,102.67
2022-01-10,101.12
2022-01-11,99.62
2022-01-12,100.37
2022-01-13,100.81
2022-01-14,100.12
2022-01-17,100.56
2022-01-18,99.23
2022-01-19,102.58
2022-01-20,103.97
2022-01-21,104.67
2022-01-24,104.83
2022-01-25,104.29
2022-01-26,103.06
2022-01-27,103.02
2022-01-28,102.24
2022-01-31,101.52
2022-02-01,100.18
2022-02-02,100.51
2022-02-03,100.22
2022-02-04,100.83
2022-02-07,101.37
2022-02-08,101.68
2022-02-09,104.42
2022-02-10,105.32
2022-02-11,104.14
2022-02-14,104.68
2022-02-15,104.71
2022-02-16,103.44
2022-02-17,102.1
2022-02-18,102.64
2022-02-21,103.41
2022-02-22,102.45
2022-02-23,103.5
2022-02-24,103.86
2022-02-25,105.14
2022-02-28,106.31
2022-03-01,106.23
2022-03-02,107.95
2022-03-03,106.9
2022-03-04,109.37
2022-03-07,108.57
2022-03-08,108.6
2022-03-09,108.12
2022-03-10,107.82
2022-03-11,110.82
2022-03-14,110.44
2022-03-15,111.37
2022-03-16,111.22
2022-03-17,112.23
2022-03-18,111.77
2022-03-21,112.11
2022-03-22,112.81
2022-03-23,112.17
2022-03-24,115.01
2022-03-25,115.77
2022-03-28,115.63
2022-03-29,115.01
2022-03-30,115.18
2022-03-31,114.04
2022-04-01,115.91
2022-04-04,116.42
2022-04-05,116.41
2022-04-06,117.54
2022-04-07,116.89
2022-04-08,115.82
2022-04-11,115.77
2022-04-12,115.98
2022-04-13,116.59
2022-04-14,115.19
2022-04-15,114.81
2022-04-18,111.81
2022-04-19,110.71
2022-04-20,111.5
2022-04-21,112.54
2022-04-22,111.48
2022-04-25,111.24
2022-04-26,111.34
2022-04-27,112.5
2022-04-28,114.11
2022-04-29,114.34
2022-05-02,114.16
2022-05-03,112.8
2022-05-04,112.99
2022-05-05,115.14
2022-05-06,116.51
2022-05-09,116.77
2022-05-10,117.15
2022-05-11,116.54
2022-05-12,116.26
2022-05-13,116.49
2022-05-16,116.72
2022-05-17,117.81
2022-05-18,118.86
2022-05-19,119.46
2022-05-20,118.54
2022-05-23,117.66
2022-05-24,116.85
2022-05-25,117.16
2022-05-26,115.22
2022-05-27,115.29
2022-05-30,116.78
2022-05-31,117.53
2022-06-01,117.26
2022-06-02,116.64
2022-06-03,117.52
2022-06-06,117.91
2022-06-07,117.74
2022-06-08,117.23
2022-06-09,117.39
2022-06-10,117.17
2022-06-13,118.03
2022-06-14,119.35
2022-06-15,118.07
2022-06-16,116.92
2022-06-17,118.35
2022-06-20,118.59
2022-06-21,117.54
2022-06-22,118.6
2022-06-23,119.03
2022-06-24,121.31
2022-06-27,121.15
2022-06-28,122.34
2022-06-29,120.97
2022-06-30,122.45
2022-07-01,123.47
2022-07-04,125.16
2022-07-05,126.35
2022-07-06,126.33
2022-07-07,125.24
2022-07-08,124.72
2022-07-11,123.04
2022-07-12,122.2
2022-07-13,122.7
2022-07-14,122.73
2022-07-15,122.59
2022-07-18,121.88
2022-07-19,120.18
2022-07-20,120.45
2022-07-21,120.91
2022-07-22,119.99
2022-07-25,119.54
2022-07-26,121.16
2022-07-27,122.4
2022-07-28,121.0
2022-07-29,120.99
2022-08-01,122.53
2022-08-02,122.39
2022-08-03,122.2
2022-08-04,123.38
2022-08-05,124.44
2022-08-08,125.46
2022-08-09,125.28
2022-08-10,126.02
2022-08-11,127.59
2022-08-12,127.62
2022-08-15,127.3
2022-08-16,128.61
2022-08-17,130.74
2022-08-18,132.93
2022-08-19,132.64
2022-08-22,132.44
2022-08-23,131.49
2022-08-24,131.69
2022-08-25,130.7
2022-08-26,130.25
2022-08-29,131.03
2022-08-30,131.5
2022-08-31,129.77
2022-09-01,131.42
2022-09-02,130.41
2022-09-05,129.53
2022-09-06,128.37
2022-09-07,127.79
2022-09-08,126.98
2022-09-09,126.18
2022-09-12,123.8
2022-09-13,124.01
2022-09-14,124.32
2022-09-15,126.65
2022-09-16,127.21
2022-09-19,126.8
2022-09-20,125.67
2022-09-21,125.66
2022-09-22,126.19
2022-09-23,125.76
2022-09-26,125.9
2022-09-27,127.88
2022-09-28,127.58
2022-09-29,125.77
2022-09-30,126.72
2022-10-03,127.12
2022-10-04,125.49
2022-10-05,126.0
2022-10-06,125.08
2022-10-07,125.6
2022-10-10,127.59
2022-10-11,127.49
2022-10-12,128.65
2022-10-13,127.51
2022-10-14,126.07
2022-10-17,128.16
2022-10-18,128.55
