Date,NAV
2022-01-03,101.52
2022-01-04,103.57
2022-01-05,104.7
2022-01-06,106.42
2022-01-07,107.3
2022-01-10,106.54
2022-01-11,107.12
2022-01-12,106.18
2022-01-13,105.67
2022-01-14,106.06
2022-01-17,106.32
2022-01-18,106.87
2022-01-19,105.15
2022-01-20,105.08
2022-01-21,105.71
2022-01-24,106.54
2022-01-25,107.43
2022-01-26,107.76
2022-01-27,107.46
2022-01-28,108.05
2022-01-31,107.83
2022-02-01,108.81
2022-02-02,109.31
2022-02-03,109.33
2022-02-04,108.64
2022-02-07,109.84
2022-02-08,110.48
2022-02-09,112.66
2022-02-10,113.27
2022-02-11,113.96
2022-02-14,112.58
2022-02-15,112.97
2022-02-16,112.73
2022-02-17,113.64
2022-02-18,114.05
2022-02-21,115.12
2022-02-22,117.33
2022-02-23,116.61
2022-02-24,117.64
2022-02-25,118.4
2022-02-28,120.46
2022-03-01,121.25
2022-03-02,121.93
2022-03-03,122.86
2022-03-04,123.86
2022-03-07,125.39
2022-03-08,124.65
2022-03-09,124.34
2022-03-10,126.16
2022-03-11,124.28
2022-03-14,124.27
2022-03-15,124.5
2022-03-16,124.41
2022-03-17,126.07
2022-03-18,126.62
2022-03-21,126.32
2022-03-22,125.76
2022-03-23,126.12
2022-03-24,127.37
2022-03-25,127.59
2022-03-28,127.53
2022-03-29,126.92
2022-03-30,127.37
2022-03-31,127.77
2022-04-01,127.13
2022-04-04,128.23
2022-04-05,130.02
2022-04-06,130.15
2022-04-07,130.53
2022-04-08,129.51
2022-04-11,130.32
2022-04-12,130.87
2022-04-13,130.62
2022-04-14,129.96
2022-04-15,131.88
2022-04-18,132.35
2022-04-19,131.51
2022-04-20,132.45
2022-04-21,132.75
2022-04-22,132.89
2022-04-25,133.95
2022-04-26,131.42
2022-04-27,129.69
2022-04-28,131.15
2022-04-29,131.1
2022-05-02,130.76
2022-05-03,129.5
2022-05-04,129.77
2022-05-05,130.17
2022-05-06,131.69
2022-05-09,132.14
2022-05-10,131.92
2022-05-11,132.41
2022-05-12,133.59
2022-05-13,134.57
2022-05-16,135.27
2022-05-17,135.62
2022-05-18,135.12
2022-05-19,134.17
2022-05-20,133.06
2022-05-23,133.53
2022-05-24,134.11
2022-05-25,135.28
2022-05-26,135.93
2022-05-27,137.06
2022-05-30,137.01
2022-05-31,137.86
2022-06-01,136.93
2022-06-02,136.95
2022-06-03,135.2
2022-06-06,135.31
2022-06-07,136.62
2022-06-08,136.77
2022-06-09,137.57
2022-06-10,137.92
2022-06-13,137.43
2022-06-14,137.33
2022-06-15,138.59
2022-06-16,139.38
2022-06-17,138.85
2022-06-20,137.54
2022-06-21,137.83
2022-06-22,137.32
2022-06-23,137.23
2022-06-24,135.85
2022-06-27,136.97
2022-06-28,136.96
2022-06-29,137.09
2022-06-30,136.34
2022-07-01,136.14
2022-07-04,136.34
2022-07-05,135.81
2022-07-06,135.67
2022-07-07,137.14
2022-07-08,135.47
2022-07-11,135.73
2022-07-12,135.03
2022-07-13,136.45
2022-07-14,136.34
2022-07-15,135.38
2022-07-18,135.24
2022-07-19,135.67
2022-07-20,138.53
2022-07-21,136.5
2022-07-22,135.38
2022-07-25,136.76
2022-07-26,135.33
2022-07-27,135.42
2022-07-28,135.02
2022-07-29,134.46
2022-08-01,134.37
2022-08-02,134.12
2022-08-03,135.25
2022-08-04,136.66
2022-08-05,137.17
2022-08-08,137.01
2022-08-09,137.35
2022-08-10,138.23
2022-08-11,139.32
2022-08-12,139.77
2022-08-15,141.37
2022-08-16,140.84
2022-08-17,142.06
2022-08-18,142.84
2022-08-19,142.31
2022-08-22,142.62
2022-08-23,143.01
2022-08-24,142.94
2022-08-25,142.87
2022-08-26,141.43
2022-08-29,140.82
2022-08-30,140.66
2022-08-31,140.17
2022-09-01,139.39
2022-09-02,140.53
2022-09-05,140.51
2022-09-06,142.75
2022-09-07,143.06
2022-09-08,144.18
2022-09-09,144.05
2022-09-12,143.47
2022-09-13,143.81
2022-09-14,145.19
2022-09-15,145.18
2022-09-16,145.7
2022-09-19,146.04
2022-09-20,146.02
2022-09-21,146.06
2022-09-22,145.14
2022-09-23,145.21
2022-09-26,145.94
2022-09-27,146.32
2022-09-28,146.58
2022-09-29,147.38
2022-09-30,147.66
2022-10-03,147.75
2022-10-04,148.57
2022-10-05,148.79
2022-10-06,148.63
2022-10-07,149.18
2022-10-10,149.22
2022-10-11,149.02
2022-10-12,149.26
2022-10-13,149.5
2022-10-14,148.48
2022-10-17,148.89
2022-10-18,150.82
2022-10-19,149.92
2022-10-20,149.5
2022-10-21,152.36
2022-10-24,151.61
2022-10-25,152.98
2022-10-26,152.83
2022-10-27,152.97
2022-10-28,152.92
2022-10-31,153.43
2022-11-01,151.93
2022-11-02,152.19
2022-11-03,151.87
2022-11-04,150.09
2022-11-07,151.29
2022-11-08,149.26
2022-11-09,151.49
2022-11-10,152.19
2022-11-11,150.9
2022-11-14,152.32
2022-11-15,151.65
2022-11-16,151.03
2022-11-17,149.31
2022-11-18,148.52
2022-11-21,147.86
2022-11-22,148.75
2022-11-23,150.0
2022-11-24,148.84
2022-11-25,149.19
2022-11-28,147.43
2022-11-29,147.79
2022-11-30,150.03
2022-12-01,148.33
2022-12-02,147.39
2022-12-05,148.2
2022-12-06,149.13
2022-12-07,148.26
2022-12-08,149.82
2022-12-09,149.08
2022-12-12,150.84
2022-12-13,151.38
2022-12-14,152.74
2022-12-15,153.19
2022-12-16,153.92
2022-12-19,154.71
2022-12-20,155.94
2022-12-21,155.99
2022-12-22,155.17
2022-12-23,155.17
2022-12-26,154.58
2022-12-27,154.06
2022-12-28,155.79
2022-12-29,156.5
2022-12-30,157.15
2023-01-02,158.3
2023-01-03,159.0
2023-01-04,160.95
2023-01-05,158.93
2023-01-06,158.02
2023-01-09,157.4
2023-01-10,156.1
2023-01-11,156.29
2023-01-12,156.53
2023-01-13,158.59
2023-01-16,159.57
2023-01-17,159.14
2023-01-18,159.72
2023-01-19,157.97
2023-01-20,158.19
2023-01-23,158.36
2023-01-24,157.54
2023-01-25,157.42
2023-01-26,156.81
2023-01-27,155.95
2023-01-30,156.71
2023-01-31,157.82
2023-02-01,158.41
2023-02-02,158.06
2023-02-03,157.47
2023-02-06,157.15
2023-02-07,157.01
2023-02-08,156.21
2023-02-09,157.35
2023-02-10,157.23
2023-02-13,158.07
2023-02-14,156.75
2023-02-15,156.14
2023-02-16,157.08
2023-02-17,158.03
2023-02-20,156.91
2023-02-21,157.3
2023-02-22,157.7
2023-02-23,157.08
2023-02-24,157.51
2023-02-27,156.01
2023-02-28,155.17
2023-03-01,155.84
2023-03-02,155.95
2023-03-03,156.12
2023-03-06,156.02
2023-03-07,156.64
2023-03-08,157.3
2023-03-09,158.17
2023-03-10,158.38
2023-03-13,158.07
2023-03-14,157.59
2023-03-15,156.62
2023-03-16,156.29
2023-03-17,155.77
2023-03-20,157.45
2023-03-21,156.48
2023-03-22,157.6
2023-03-23,157.41
2023-03-24,157.29
2023-03-27,157.77
2023-03-28,156.43
2023-03-29,155.71
2023-03-30,154.55
2023-03-31,154.25
2023-04-03,153.42
2023-04-04,154.82
2023-04-05,154.31
2023-04-06,152.01
2023-04-07,151.76
2023-04-10,152.65
2023-04-11,154.36
2023-04-12,154.21
2023-04-13,153.77
2023-04-14,153.84
2023-04-17,154.33
2023-04-18,153.28
2023-04-19,153.12
2023-04-20,153.15
2023-04-21,153.27
2023-04-24,153.21
2023-04-25,152.35
2023-04-26,152.77
2023-04-27,152.81
2023-04-28,152.84
2023-05-01,151.84
2023-05-02,152.56
2023-05-03,151.69
2023-05-04,153.39
2023-05-05,152.29
2023-05-08,153.13
