Date,NAV
2022-01-03,100.65
2022-01-04,101.72
2022-01-05,103.03
2022-01-06,105.12
2022-01-07,105.44
2022-01-10,105.8
2022-01-11,104.35
2022-01-12,103.9
2022-01-13,103.79
2022-01-14,104.92
2022-01-17,104.39
2022-01-18,105.27
2022-01-19,105.34
2022-01-20,105.25
2022-01-21,105.58
2022-01-24,105.26
2022-01-25,104.91
2022-01-26,103.29
2022-01-27,103.12
2022-01-28,102.72
2022-01-31,102.29
2022-02-01,102.78
2022-02-02,103.52
2022-02-03,103.83
2022-02-04,104.91
2022-02-07,105.56
2022-02-08,105.35
2022-02-09,104.97
2022-02-10,105.36
2022-02-11,106.01
2022-02-14,107.49
2022-02-15,108.76
2022-02-16,108.3
2022-02-17,108.28
2022-02-18,109.03
2022-02-21,110.18
2022-02-22,111.2
2022-02-23,111.21
2022-02-24,110.04
2022-02-25,109.12
2022-02-28,109.47
2022-03-01,109.9
2022-03-02,108.88
2022-03-03,109.0
2022-03-04,109.71
2022-03-07,108.64
2022-03-08,109.83
2022-03-09,109.53
2022-03-10,110.87
2022-03-11,110.41
2022-03-14,109.47
2022-03-15,109.09
2022-03-16,109.07
2022-03-17,108.76
2022-03-18,108.63
2022-03-21,109.04
2022-03-22,108.95
2022-03-23,108.96
2022-03-24,107.34
2022-03-25,107.81
2022-03-28,107.8
2022-03-29,109.49
2022-03-30,108.63
2022-03-31,106.9
2022-04-01,107.6
2022-04-04,108.03
2022-04-05,107.1
2022-04-06,105.65
2022-04-07,107.26
2022-04-08,108.76
2022-04-11,106.35
2022-04-12,105.97
2022-04-13,107.72
2022-04-14,107.32
2022-04-15,106.91
2022-04-18,106.71
2022-04-19,105.67
2022-04-20,104.04
2022-04-21,105.17
2022-04-22,103.41
2022-04-25,103.74
2022-04-26,104.71
2022-04-27,103.33
2022-04-28,102.49
2022-04-29,103.78
2022-05-02,104.4
2022-05-03,103.86
2022-05-04,105.14
2022-05-05,106.43
2022-05-06,106.78
2022-05-09,105.96
2022-05-10,105.62
2022-05-11,105.99
2022-05-12,105.88
2022-05-13,106.9
2022-05-16,105.45
2022-05-17,104.04
2022-05-18,104.3
2022-05-19,103.88
2022-05-20,103.34
2022-05-23,101.65
2022-05-24,101.75
2022-05-25,101.78
2022-05-26,102.51
2022-05-27,102.66
2022-05-30,102.61
2022-05-31,103.86
2022-06-01,102.63
2022-06-02,103.25
2022-06-03,101.66
2022-06-06,100.9
2022-06-07,99.77
2022-06-08,100.63
2022-06-09,100.64
2022-06-10,100.71
2022-06-13,99.68
2022-06-14,99.46
2022-06-15,98.78
2022-06-16,99.24
2022-06-17,98.33
2022-06-20,99.74
2022-06-21,98.14
2022-06-22,97.42
2022-06-23,99.18
2022-06-24,98.82
2022-06-27,97.59
2022-06-28,97.88
2022-06-29,97.49
2022-06-30,96.73
2022-07-01,95.72
2022-07-04,98.57
2022-07-05,98.39
2022-07-06,96.55
2022-07-07,98.12
2022-07-08,98.81
2022-07-11,98.13
2022-07-12,97.27
2022-07-13,98.03
