Date,NAV
2022-01-03,99.74
2022-01-04,101.77
2022-01-05,100.63
2022-01-06,100.84
2022-01-07,100.9
2022-01-10,100.87
2022-01-11,100.84
2022-01-12,100.8
2022-01-13,101.75
2022-01-14,102.44
2022-01-17,102.94
2022-01-18,99.99
2022-01-19,100.37
2022-01-20,98.79
2022-01-21,99.52
2022-01-24,101.07
2022-01-25,100.23
2022-01-26,100.05
2022-01-27,99.53
2022-01-28,100.84
2022-01-31,101.02
2022-02-01,102.83
2022-02-02,103.32
2022-02-03,103.64
2022-02-04,103.79
2022-02-07,104.69
2022-02-08,103.03
2022-02-09,103.2
2022-02-10,103.21
2022-02-11,104.01
2022-02-14,103.9
2022-02-15,102.94
2022-02-16,103.03
2022-02-17,102.03
2022-02-18,100.18
2022-02-21,100.99
2022-02-22,101.65
2022-02-23,102.2
2022-02-24,103.58
2022-02-25,102.99
2022-02-28,101.64
2022-03-01,101.65
2022-03-02,101.39
2022-03-03,100.62
2022-03-04,100.62
2022-03-07,100.09
2022-03-08,98.34
2022-03-09,97.97
2022-03-10,96.92
2022-03-11,97.23
2022-03-14,96.65
2022-03-15,97.85
2022-03-16,99.53
2022-03-17,100.29
2022-03-18,98.82
2022-03-21,100.4
2022-03-22,102.06
2022-03-23,102.16
2022-03-24,103.56
2022-03-25,103.09
2022-03-28,101.3
2022-03-29,100.62
2022-03-30,102.43
2022-03-31,101.02
2022-04-01,101.1
2022-04-04,101.21
2022-04-05,100.78
2022-04-06,100.42
2022-04-07,100.57
2022-04-08,100.09
2022-04-11,98.75
2022-04-12,99.04
2022-04-13,100.19
2022-04-14,101.14
2022-04-15,100.41
2022-04-18,99.24
2022-04-19,99.04
2022-04-20,100.69
2022-04-21,101.41
2022-04-22,102.2
2022-04-25,103.17
2022-04-26,103.67
2022-04-27,103.87
2022-04-28,104.61
2022-04-29,104.14
2022-05-02,102.81
2022-05-03,103.61
2022-05-04,104.93
2022-05-05,103.89
2022-05-06,104.79
2022-05-09,106.55
2022-05-10,106.63
2022-05-11,105.89
2022-05-12,106.1
2022-05-13,105.63
2022-05-16,105.09
2022-05-17,105.6
2022-05-18,104.08
2022-05-19,102.72
2022-05-20,102.81
2022-05-23,102.87
2022-05-24,103.3
2022-05-25,105.25
2022-05-26,105.44
2022-05-27,106.11
2022-05-30,105.22
2022-05-31,106.07
2022-06-01,105.62
2022-06-02,105.77
2022-06-03,105.74
2022-06-06,106.86
2022-06-07,105.63
2022-06-08,103.42
2022-06-09,103.29
2022-06-10,103.84
2022-06-13,104.07
2022-06-14,105.38
2022-06-15,105.9
2022-06-16,105.42
2022-06-17,103.17
2022-06-20,103.01
2022-06-21,104.12
2022-06-22,103.81
2022-06-23,103.92
2022-06-24,104.42
2022-06-27,103.48
2022-06-28,104.19
2022-06-29,105.9
2022-06-30,105.81
2022-07-01,104.76
2022-07-04,104.77
2022-07-05,102.63
2022-07-06,103.05
2022-07-07,103.58
2022-07-08,105.34
2022-07-11,105.22
2022-07-12,105.71
2022-07-13,104.93
2022-07-14,104.65
2022-07-15,103.21
2022-07-18,103.09
2022-07-19,102.87
2022-07-20,103.25
2022-07-21,102.7
2022-07-22,102.87
2022-07-25,102.61
2022-07-26,102.36
2022-07-27,102.52
2022-07-28,102.64
2022-07-29,103.48
2022-08-01,103.44
2022-08-02,103.17
2022-08-03,103.07
2022-08-04,102.44
2022-08-05,102.16
2022-08-08,104.27
2022-08-09,103.44
2022-08-10,103.24
2022-08-11,102.93
2022-08-12,102.76
2022-08-15,102.51
2022-08-16,102.87
2022-08-17,101.24
2022-08-18,102.36
2022-08-19,103.07
2022-08-22,101.91
2022-08-23,99.72
2022-08-24,98.82
2022-08-25,98.66
2022-08-26,101.32
2022-08-29,101.94
2022-08-30,100.21
2022-08-31,99.6
2022-09-01,99.63
2022-09-02,99.96
2022-09-05,98.73
2022-09-06,98.67
2022-09-07,98.04
2022-09-08,97.01
2022-09-09,97.35
2022-09-12,98.21
2022-09-13,99.13
2022-09-14,99.78
2022-09-15,99.36
2022-09-16,100.16
2022-09-19,100.55
2022-09-20,100.76
2022-09-21,100.23
2022-09-22,99.81
2022-09-23,99.97
2022-09-26,102.49
2022-09-27,102.87
2022-09-28,102.34
2022-09-29,101.59
2022-09-30,101.17
2022-10-03,103.43
2022-10-04,103.11
2022-10-05,104.1
2022-10-06,103.8
2022-10-07,104.14
2022-10-10,105.02
2022-10-11,104.52
2022-10-12,103.96
2022-10-13,105.7
2022-10-14,106.77
2022-10-17,107.64
2022-10-18,108.5
2022-10-19,109.04
2022-10-20,111.14
2022-10-21,111.27
2022-10-24,111.92
2022-10-25,110.55
2022-10-26,109.81
2022-10-27,108.69
2022-10-28,110.04
2022-10-31,107.57
2022-11-01,107.24
2022-11-02,104.33
2022-11-03,103.58
2022-11-04,103.17
2022-11-07,104.63
2022-11-08,105.11
2022-11-09,104.36
2022-11-10,105.5
2022-11-11,105.6
2022-11-14,105.72
2022-11-15,104.6
2022-11-16,103.69
2022-11-17,102.94
2022-11-18,103.07
2022-11-21,103.23
2022-11-22,104.85
2022-11-23,105.31
2022-11-24,102.69
2022-11-25,103.03
2022-11-28,101.66
2022-11-29,100.77
2022-11-30,100.04
2022-12-01,99.46
2022-12-02,98.16
2022-12-05,98.45
2022-12-06,97.12
2022-12-07,97.55
2022-12-08,99.87
2022-12-09,98.62
2022-12-12,98.42
2022-12-13,95.97
2022-12-14,95.75
