Date,NAV
2022-01-03,98.93
2022-01-04,98.62
2022-01-05,98.17
2022-01-06,98.83
2022-01-07,99.07
2022-01-10,99.91
2022-01-11,99.48
2022-01-12,100.93
2022-01-13,100.95
2022-01-14,101.72
2022-01-17,103.0
2022-01-18,104.19
2022-01-19,104.63
2022-01-20,105.53
2022-01-21,107.35
2022-01-24,107.95
2022-01-25,107.3
2022-01-26,107.96
2022-01-27,108.0
2022-01-28,105.73
2022-01-31,106.28
2022-02-01,106.47
2022-02-02,107.71
2022-02-03,107.04
2022-02-04,105.61
2022-02-07,105.86
2022-02-08,106.32
2022-02-09,106.5
2022-02-10,106.6
2022-02-11,105.61
2022-02-14,105.55
2022-02-15,105.28
2022-02-16,106.43
2022-02-17,106.89
2022-02-18,106.69
2022-02-21,108.5
2022-02-22,108.31
2022-02-23,108.95
2022-02-24,108.86
2022-02-25,110.57
2022-02-28,110.74
2022-03-01,110.94
2022-03-02,110.88
2022-03-03,111.15
2022-03-04,112.43
2022-03-07,113.36
2022-03-08,113.47
2022-03-09,115.25
2022-03-10,116.2
2022-03-11,115.84
2022-03-14,114.54
2022-03-15,114.21
2022-03-16,114.7
2022-03-17,115.38
2022-03-18,116.82
2022-03-21,115.8
2022-03-22,115.44
2022-03-23,114.34
2022-03-24,113.09
2022-03-25,112.54
2022-03-28,112.98
2022-03-29,113.84
2022-03-30,112.97
2022-03-31,112.24
2022-04-01,110.54
2022-04-04,110.83
2022-04-05,110.18
2022-04-06,111.92
2022-04-07,112.41
2022-04-08,112.32
2022-04-11,111.76
2022-04-12,110.35
2022-04-13,109.06
2022-04-14,108.52
2022-04-15,107.9
2022-04-18,106.98
2022-04-19,107.44
2022-04-20,108.03
2022-04-21,107.65
2022-04-22,109.67
2022-04-25,108.0
2022-04-26,108.14
2022-04-27,108.0
2022-04-28,107.53
2022-04-29,106.91
2022-05-02,106.98
2022-05-03,106.84
2022-05-04,106.53
2022-05-05,105.31
2022-05-06,103.77
2022-05-09,103.56
2022-05-10,103.24
2022-05-11,103.12
2022-05-12,103.09
2022-05-13,102.65
2022-05-16,102.52
2022-05-17,101.74
2022-05-18,103.35
2022-05-19,102.63
2022-05-20,102.34
2022-05-23,101.69
2022-05-24,101.03
2022-05-25,101.14
2022-05-26,101.12
2022-05-27,100.74
2022-05-30,100.53
2022-05-31,99.89
2022-06-01,100.37
2022-06-02,102.51
2022-06-03,101.72
2022-06-06,102.19
2022-06-07,102.31
2022-06-08,103.06
2022-06-09,103.84
2022-06-10,104.12
2022-06-13,104.17
2022-06-14,103.81
2022-06-15,103.13
2022-06-16,103.11
2022-06-17,101.9
2022-06-20,101.39
2022-06-21,102.58
2022-06-22,102.76
2022-06-23,103.73
2022-06-24,105.28
2022-06-27,105.18
2022-06-28,105.47
2022-06-29,105.25
2022-06-30,104.51
2022-07-01,103.64
2022-07-04,104.56
2022-07-05,104.85
2022-07-06,106.78
2022-07-07,107.83
2022-07-08,107.18
2022-07-11,108.1
2022-07-12,107.88
2022-07-13,109.17
2022-07-14,108.77
2022-07-15,107.79
2022-07-18,107.08
2022-07-19,106.41
2022-07-20,105.65
2022-07-21,105.16
2022-07-22,106.1
2022-07-25,107.97
2022-07-26,106.72
2022-07-27,108.07
2022-07-28,107.67
2022-07-29,108.1
2022-08-01,106.52
2022-08-02,107.13
