Date,NAV
2022-01-03,99.92
2022-01-04,100.33
2022-01-05,101.36
2022-01-06,102.36
2022-01-07,102.67
2022-01-10,102.59
2022-01-11,104.7
2022-01-12,104.68
2022-01-13,104.32
2022-01-14,103.75
2022-01-17,102.1
2022-01-18,103.0
2022-01-19,100.74
2022-01-20,100.81
2022-01-21,100.69
2022-01-24,103.01
2022-01-25,101.25
2022-01-26,100.43
2022-01-27,100.38
2022-01-28,100.26
2022-01-31,99.79
2022-02-01,99.79
2022-02-02,98.61
2022-02-03,99.05
2022-02-04,96.81
2022-02-07,96.86
2022-02-08,96.34
2022-02-09,97.44
2022-02-10,99.27
2022-02-11,99.02
2022-02-14,100.49
2022-02-15,100.25
2022-02-16,99.37
2022-02-17,101.19
2022-02-18,101.79
2022-02-21,101.88
2022-02-22,102.65
2022-02-23,103.0
2022-02-24,103.01
2022-02-25,101.77
2022-02-28,101.57
2022-03-01,102.28
2022-03-02,102.23
2022-03-03,103.22
2022-03-04,103.68
2022-03-07,102.88
2022-03-08,101.64
2022-03-09,101.57
2022-03-10,101.12
2022-03-11,101.54
2022-03-14,100.9
2022-03-15,100.37
2022-03-16,101.5
2022-03-17,101.73
2022-03-18,101.1
2022-03-21,101.2
2022-03-22,102.66
2022-03-23,103.03
2022-03-24,103.71
2022-03-25,103.03
2022-03-28,104.14
2022-03-29,106.54
2022-03-30,105.83
2022-03-31,104.73
2022-04-01,104.98
2022-04-04,105.94
2022-04-05,105.93
2022-04-06,104.95
2022-04-07,104.92
2022-04-08,105.6
2022-04-11,105.27
2022-04-12,105.96
2022-04-13,107.21
2022-04-14,107.53
2022-04-15,107.58
2022-04-18,108.49
2022-04-19,107.71
2022-04-20,106.84
2022-04-21,106.65
2022-04-22,106.24
2022-04-25,105.52
2022-04-26,107.43
2022-04-27,109.68
2022-04-28,109.4
2022-04-29,109.58
2022-05-02,109.47
2022-05-03,110.66
2022-05-04,112.04
2022-05-05,110.34
2022-05-06,110.9
2022-05-09,109.67
2022-05-10,111.51
2022-05-11,112.03
2022-05-12,111.29
2022-05-13,111.13
2022-05-16,110.92
2022-05-17,111.52
2022-05-18,112.65
2022-05-19,111.58
2022-05-20,113.5
2022-05-23,115.18
2022-05-24,114.39
2022-05-25,114.54
2022-05-26,116.33
2022-05-27,117.64
2022-05-30,117.39
2022-05-31,118.28
2022-06-01,121.36
2022-06-02,121.54
2022-06-03,120.99
2022-06-06,121.24
2022-06-07,121.57
2022-06-08,121.12
2022-06-09,121.65
2022-06-10,120.47
2022-06-13,119.89
2022-06-14,120.72
2022-06-15,119.05
2022-06-16,120.03
2022-06-17,118.1
2022-06-20,116.45
2022-06-21,116.03
2022-06-22,116.4
2022-06-23,117.8
2022-06-24,117.94
2022-06-27,117.77
2022-06-28,118.43
2022-06-29,117.64
2022-06-30,117.86
2022-07-01,116.74
2022-07-04,116.9
2022-07-05,116.86
2022-07-06,116.13
2022-07-07,116.38
2022-07-08,116.61
2022-07-11,117.87
2022-07-12,116.34
2022-07-13,116.35
2022-07-14,115.67
2022-07-15,116.62
2022-07-18,117.45
2022-07-19,118.04
2022-07-20,117.42
2022-07-21,118.38
2022-07-22,116.93
2022-07-25,115.28
2022-07-26,114.08
2022-07-27,114.13
2022-07-28,114.88
2022-07-29,111.99
2022-08-01,113.39
2022-08-02,113.6
2022-08-03,112.11
2022-08-04,112.29
2022-08-05,113.46
2022-08-08,114.14
2022-08-09,115.32
2022-08-10,114.04
2022-08-11,113.7
2022-08-12,112.86
2022-08-15,114.66
2022-08-16,115.38
2022-08-17,118.3
2022-08-18,117.91
2022-08-19,117.27
2022-08-22,117.21
2022-08-23,118.67
2022-08-24,118.38
2022-08-25,118.58
2022-08-26,118.76
2022-08-29,118.88
2022-08-30,118.31
2022-08-31,118.25
2022-09-01,118.15
2022-09-02,118.22
2022-09-05,119.25
2022-09-06,121.09
2022-09-07,120.33
2022-09-08,120.01
2022-09-09,119.27
2022-09-12,119.54
2022-09-13,119.08
2022-09-14,119.4
2022-09-15,120.58
2022-09-16,118.14
2022-09-19,118.71
2022-09-20,118.33
2022-09-21,118.87
2022-09-22,118.05
2022-09-23,119.33
2022-09-26,120.32
2022-09-27,120.97
2022-09-28,121.84
2022-09-29,121.18
2022-09-30,120.64
2022-10-03,121.47
2022-10-04,120.78
2022-10-05,122.31
2022-10-06,122.06
2022-10-07,122.65
2022-10-10,124.83
2022-10-11,124.2
2022-10-12,124.35
2022-10-13,125.48
2022-10-14,126.51
2022-10-17,126.27
2022-10-18,125.83
2022-10-19,125.68
2022-10-20,127.2
2022-10-21,127.0
2022-10-24,127.16
2022-10-25,126.82
2022-10-26,127.6
2022-10-27,127.84
2022-10-28,126.91
2022-10-31,126.02
2022-11-01,124.11
2022-11-02,123.35
2022-11-03,124.23
2022-11-04,125.63
2022-11-07,126.4
2022-11-08,127.03
2022-11-09,126.99
2022-11-10,127.84
2022-11-11,128.21
2022-11-14,130.09
2022-11-15,130.07
2022-11-16,131.5
2022-11-17,132.45
2022-11-18,133.27
2022-11-21,131.33
2022-11-22,132.34
2022-11-23,132.3
2022-11-24,131.93
2022-11-25,130.53
2022-11-28,130.6
2022-11-29,130.72
2022-11-30,129.49
2022-12-01,128.1
2022-12-02,128.67
2022-12-05,129.62
2022-12-06,129.89
2022-12-07,131.12
2022-12-08,131.11
2022-12-09,131.14
2022-12-12,130.3
2022-12-13,128.82
2022-12-14,130.76
2022-12-15,131.97
2022-12-16,130.66
2022-12-19,130.89
2022-12-20,130.87
2022-12-21,130.68
2022-12-22,130.35
2022-12-23,130.81
2022-12-26,131.71
2022-12-27,132.19
2022-12-28,132.15
2022-12-29,132.07
2022-12-30,133.09
2023-01-02,133.63
2023-01-03,133.79
2023-01-04,133.83
2023-01-05,134.25
2023-01-06,133.87
2023-01-09,134.77
2023-01-10,133.77
2023-01-11,133.44
2023-01-12,134.13
2023-01-13,133.08
2023-01-16,131.59
2023-01-17,131.73
2023-01-18,130.11
2023-01-19,128.89
2023-01-20,129.73
2023-01-23,129.61
2023-01-24,130.97
2023-01-25,129.85
2023-01-26,129.83
2023-01-27,130.31
2023-01-30,129.22
2023-01-31,130.33
2023-02-01,130.92
2023-02-02,129.39
2023-02-03,129.44
2023-02-06,129.9
2023-02-07,129.39
2023-02-08,127.99
2023-02-09,128.35
2023-02-10,130.64
2023-02-13,130.34
2023-02-14,131.98
2023-02-15,131.31
2023-02-16,131.61
2023-02-17,132.46
2023-02-20,132.53
2023-02-21,132.31
2023-02-22,133.12
2023-02-23,135.09
2023-02-24,135.47
2023-02-27,135.04
2023-02-28,134.93
2023-03-01,137.53
2023-03-02,137.74
2023-03-03,137.23
2023-03-06,136.16
2023-03-07,134.41
2023-03-08,134.86
2023-03-09,135.59
2023-03-10,135.28
2023-03-13,135.34
2023-03-14,134.25
2023-03-15,134.46
2023-03-16,135.03
2023-03-17,134.57
2023-03-20,136.34
2023-03-21,135.58
2023-03-22,135.95
2023-03-23,136.88
2023-03-24,136.88
2023-03-27,136.77
2023-03-28,135.42
2023-03-29,136.86
2023-03-30,136.77
2023-03-31,137.39
2023-04-03,138.14
2023-04-04,137.59
2023-04-05,137.47
2023-04-06,138.89
2023-04-07,137.85
2023-04-10,140.06
2023-04-11,139.39
2023-04-12,138.29
2023-04-13,138.51
2023-04-14,140.79
2023-04-17,138.96
2023-04-18,138.9
2023-04-19,139.46
2023-04-20,139.57
2023-04-21,140.03
2023-04-24,139.4
2023-04-25,138.88
2023-04-26,138.81
2023-04-27,137.76
2023-04-28,137.79
2023-05-01,137.48
2023-05-02,137.09
2023-05-03,137.49
2023-05-04,135.75
2023-05-05,135.6
2023-05-08,138.0
2023-05-09,137.0
2023-05-10,138.36
2023-05-11,138.5
2023-05-12,137.97
2023-05-15,136.73
2023-05-16,136.95
2023-05-17,138.49
2023-05-18,138.18
2023-05-19,138.18
2023-05-22,139.27
2023-05-23,139.69
2023-05-24,138.19
2023-05-25,138.37
2023-05-26,139.97
2023-05-29,140.01
2023-05-30,137.35
2023-05-31,137.82
2023-06-01,137.7
2023-06-02,135.95
2023-06-05,134.35
2023-06-06,135.4
2023-06-07,134.75
2023-06-08,133.92
2023-06-09,133.97
2023-06-12,133.4
2023-06-13,133.58
2023-06-14,133.46
2023-06-15,132.34
2023-06-16,131.91
2023-06-19,132.43
2023-06-20,132.55
2023-06-21,132.55
2023-06-22,134.57
2023-06-23,135.38
2023-06-26,136.31
2023-06-27,136.23
2023-06-28,136.53
2023-06-29,136.18
2023-06-30,137.03
2023-07-03,137.0
2023-07-04,137.31
2023-07-05,137.55
2023-07-06,137.61
2023-07-07,140.63
2023-07-10,140.04
2023-07-11,139.44
2023-07-12,140.22
2023-07-13,139.7
2023-07-14,139.49
2023-07-17,138.49
2023-07-18,139.06
2023-07-19,139.64
2023-07-20,139.41
2023-07-21,140.2
2023-07-24,138.42
2023-07-25,137.8
2023-07-26,137.71
2023-07-27,136.61
2023-07-28,134.95
2023-07-31,134.72
2023-08-01,135.49
2023-08-02,136.85
2023-08-03,136.39
2023-08-04,137.2
2023-08-07,137.92
2023-08-08,139.21
2023-08-09,138.94
2023-08-10,137.23
2023-08-11,137.38
2023-08-14,136.44
2023-08-15,135.8
2023-08-16,135.58
2023-08-17,135.32
2023-08-18,135.54
2023-08-21,136.32
2023-08-22,136.04
2023-08-23,136.51
2023-08-24,136.61
2023-08-25,137.62
2023-08-28,137.51
2023-08-29,137.51
2023-08-30,137.22
2023-08-31,137.14
2023-09-01,136.43
2023-09-04,135.63
2023-09-05,136.49
2023-09-06,135.48
2023-09-07,135.24
2023-09-08,136.34
2023-09-11,136.07
2023-09-12,136.98
2023-09-13,136.47
2023-09-14,135.49
2023-09-15,133.98
2023-09-18,135.37
2023-09-19,134.32
2023-09-20,135.14
2023-09-21,134.22
2023-09-22,135.62
2023-09-25,137.91
2023-09-26,136.3
2023-09-27,135.3
2023-09-28,136.15
2023-09-29,136.74
2023-10-02,137.6
2023-10-03,137.1
2023-10-04,139.17
2023-10-05,139.37
2023-10-06,138.23
2023-10-09,138.06
2023-10-10,136.94
2023-10-11,138.61
2023-10-12,138.03
2023-10-13,138.6
2023-10-16,138.21
2023-10-17,137.67
2023-10-18,135.84
2023-10-19,136.52
2023-10-20,137.9
2023-10-23,137.06
2023-10-24,135.6
2023-10-25,136.48
2023-10-26,134.92
2023-10-27,136.22
2023-10-30,135.39
2023-10-31,134.37
2023-11-01,134.7
2023-11-02,133.74
2023-11-03,133.11
2023-11-06,133.55
2023-11-07,131.2
2023-11-08,132.92
2023-11-09,133.04
2023-11-10,131.83
2023-11-13,130.89
2023-11-14,131.96
2023-11-15,132.64
2023-11-16,134.11
2023-11-17,133.51
2023-11-20,133.89
2023-11-21,134.39
2023-11-22,135.17
2023-11-23,136.37
2023-11-24,135.74
2023-11-27,135.7
2023-11-28,135.17
2023-11-29,135.2
2023-11-30,135.98
2023-12-01,134.4
2023-12-04,135.59
2023-12-05,134.54
2023-12-06,134.31
2023-12-07,135.63
2023-12-08,136.04
2023-12-11,136.46
2023-12-12,135.36
2023-12-13,134.39
2023-12-14,135.42
2023-12-15,134.91
2023-12-18,134.49
2023-12-19,135.54
2023-12-20,134.57
2023-12-21,134.91
2023-12-22,135.04
2023-12-25,135.12
2023-12-26,134.68
2023-12-27,134.18
2023-12-28,133.18
2023-12-29,133.74
2024-01-01,133.15
2024-01-02,134.2
2024-01-03,134.06
2024-01-04,133.08
2024-01-05,132.92
2024-01-08,132.59
2024-01-09,133.68
2024-01-10,133.39
2024-01-11,133.19
2024-01-12,134.69
2024-01-15,135.27
2024-01-16,137.02
2024-01-17,138.36
2024-01-18,137.55
2024-01-19,138.62
2024-01-22,140.22
2024-01-23,141.84
2024-01-24,142.9
2024-01-25,143.95
2024-01-26,143.73
2024-01-29,142.97
2024-01-30,142.7
2024-01-31,141.12
2024-02-01,142.54
2024-02-02,142.33
