Date,NAV
2022-01-03,100.55
2022-01-04,100.55
2022-01-05,101.26
2022-01-06,102.14
2022-01-07,102.86
2022-01-10,101.39
2022-01-11,103.5
2022-01-12,105.99
2022-01-13,104.16
2022-01-14,104.75
2022-01-17,106.87
2022-01-18,107.96
2022-01-19,109.05
2022-01-20,107.69
2022-01-21,108.56
2022-01-24,108.88
2022-01-25,109.74
2022-01-26,108.78
2022-01-27,107.79
2022-01-28,107.73
2022-01-31,107.43
2022-02-01,107.35
2022-02-02,106.95
2022-02-03,106.83
2022-02-04,106.25
2022-02-07,106.28
2022-02-08,104.94
2022-02-09,105.53
2022-02-10,105.87
2022-02-11,104.69
2022-02-14,106.09
2022-02-15,105.35
2022-02-16,106.62
2022-02-17,107.03
2022-02-18,108.11
2022-02-21,108.36
2022-02-22,109.01
2022-02-23,110.08
2022-02-24,112.07
2022-02-25,113.22
2022-02-28,113.75
2022-03-01,112.48
2022-03-02,110.15
2022-03-03,110.09
2022-03-04,109.46
2022-03-07,108.86
2022-03-08,108.86
2022-03-09,109.6
2022-03-10,109.06
2022-03-11,110.04
2022-03-14,110.15
2022-03-15,110.27
2022-03-16,112.22
2022-03-17,112.48
2022-03-18,112.51
2022-03-21,113.11
2022-03-22,114.99
2022-03-23,115.02
2022-03-24,115.54
2022-03-25,115.51
2022-03-28,115.49
2022-03-29,115.08
2022-03-30,114.6
2022-03-31,116.38
2022-04-01,115.9
2022-04-04,114.44
2022-04-05,114.65
2022-04-06,115.74
2022-04-07,117.07
2022-04-08,115.95
2022-04-11,117.15
2022-04-12,119.28
2022-04-13,118.68
2022-04-14,118.59
2022-04-15,117.43
2022-04-18,119.37
2022-04-19,117.96
2022-04-20,117.64
2022-04-21,118.5
2022-04-22,117.9
2022-04-25,116.99
2022-04-26,117.02
2022-04-27,119.49
2022-04-28,119.31
2022-04-29,119.18
2022-05-02,118.15
2022-05-03,118.61
2022-05-04,119.58
2022-05-05,119.05
2022-05-06,119.67
2022-05-09,119.15
2022-05-10,117.33
2022-05-11,117.87
2022-05-12,120.02
2022-05-13,118.91
2022-05-16,119.17
2022-05-17,120.56
2022-05-18,120.54
2022-05-19,119.19
2022-05-20,119.31
2022-05-23,120.88
2022-05-24,120.46
2022-05-25,120.77
2022-05-26,119.8
2022-05-27,119.78
2022-05-30,120.24
2022-05-31,120.45
2022-06-01,120.1
2022-06-02,120.62
2022-06-03,121.37
2022-06-06,122.19
2022-06-07,121.97
2022-06-08,121.43
2022-06-09,123.48
2022-06-10,123.69
2022-06-13,123.52
2022-06-14,122.12
2022-06-15,121.27
2022-06-16,120.7
2022-06-17,121.22
2022-06-20,120.95
2022-06-21,121.04
2022-06-22,119.69
2022-06-23,121.17
2022-06-24,120.52
2022-06-27,120.83
2022-06-28,120.38
2022-06-29,120.14
2022-06-30,119.43
2022-07-01,119.8
2022-07-04,118.9
2022-07-05,119.3
2022-07-06,119.26
2022-07-07,119.97
2022-07-08,120.78
2022-07-11,120.54
2022-07-12,120.99
2022-07-13,120.62
2022-07-14,122.01
2022-07-15,121.74
2022-07-18,121.61
2022-07-19,121.22
2022-07-20,120.57
2022-07-21,122.69
2022-07-22,123.25
2022-07-25,123.4
2022-07-26,123.0
2022-07-27,124.2
2022-07-28,123.73
2022-07-29,123.93
2022-08-01,126.21
2022-08-02,125.34
2022-08-03,125.96
2022-08-04,126.33
2022-08-05,126.93
2022-08-08,126.73
2022-08-09,126.22
2022-08-10,126.52
2022-08-11,126.15
2022-08-12,123.9
2022-08-15,123.15
2022-08-16,122.91
2022-08-17,121.92
2022-08-18,122.15
2022-08-19,121.47
2022-08-22,121.51
2022-08-23,123.75
2022-08-24,125.06
2022-08-25,125.73
2022-08-26,127.62
2022-08-29,127.63
2022-08-30,127.65
2022-08-31,126.67
2022-09-01,128.03
2022-09-02,130.07
2022-09-05,131.05
2022-09-06,132.56
2022-09-07,129.9
2022-09-08,132.32
2022-09-09,132.3
2022-09-12,134.73
2022-09-13,136.54
2022-09-14,137.4
2022-09-15,137.13
2022-09-16,137.37
2022-09-19,135.54
2022-09-20,136.55
2022-09-21,134.08
2022-09-22,133.86
2022-09-23,135.48
2022-09-26,136.28
2022-09-27,134.83
2022-09-28,133.57
2022-09-29,133.05
2022-09-30,133.21
2022-10-03,134.17
2022-10-04,134.85
2022-10-05,133.87
2022-10-06,134.57
2022-10-07,135.38
2022-10-10,135.95
2022-10-11,138.51
2022-10-12,139.31
2022-10-13,140.36
2022-10-14,142.32
2022-10-17,143.25
2022-10-18,142.77
2022-10-19,144.1
2022-10-20,143.78
2022-10-21,142.87
2022-10-24,142.06
2022-10-25,143.37
2022-10-26,144.07
2022-10-27,145.21
2022-10-28,145.91
2022-10-31,146.18
2022-11-01,146.58
2022-11-02,147.25
2022-11-03,146.73
2022-11-04,145.52
2022-11-07,145.11
2022-11-08,145.74
2022-11-09,145.17
2022-11-10,147.38
2022-11-11,147.9
2022-11-14,148.1
2022-11-15,147.57
